fips,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,trump_margin,foreign_pop,state_abbr_new,county_new,foreign_pop_09,name_matches,found_diff
13061,697,566,1271,0.5483870968,0.4453186467,131,10.31%,GA,Clay County,-5.186064925,0,GA,Clay,1.2,Good,0
13063,75908,11740,89236,0.8506432382,0.1315612533,64168,71.91%,GA,Clayton County,-36.60551296,13.7,GA,Clayton,15.2,Good,0.1094890511
13065,685,1724,2443,0.2803929595,0.7056897257,1039,42.53%,GA,Clinch County,21.56496472,0,GA,Clinch,2.6,Good,0
13067,159416,152602,326424,0.4883709531,0.4674962625,6814,2.09%,GA,Cobb County,-1.091924184,16.3,GA,Cobb,15.1,Good,0.0736196319
13069,4090,9575,13896,0.2943293034,0.6890472078,5485,39.47%,GA,Coffee County,20.06952067,0,GA,Coffee,6.1,Good,0
13071,3460,9892,13592,0.2545615068,0.7277810477,6432,47.32%,GA,Colquitt County,24.08627921,0,GA,Colquitt,10.9,Good,0
13073,18863,43060,64190,0.2938619723,0.6708210002,24197,37.70%,GA,Columbia County,19.53797458,5.3,GA,Columbia,6.8,Good,0.2830188679
13075,1752,4175,6038,0.2901623054,0.6914541239,2423,40.13%,GA,Cook County,20.44035769,0,GA,Cook,3.4,Good,0
13077,16572,42513,61315,0.2702764413,0.6933539917,25941,42.31%,GA,Coweta County,21.95227215,5.3,GA,Coweta,5.8,Good,0.09433962264
13079,1419,3632,5157,0.2751599767,0.7042854373,2213,42.91%,GA,Crawford County,21.90655316,0,GA,Crawford,0.8,Good,0
13081,2835,4539,7500,0.378,0.6052,1704,22.72%,GA,Crisp County,11.55410903,0,GA,Crisp,1.5,Good,0
13083,965,5047,6238,0.1546970183,0.809073421,4082,65.44%,GA,Dade County,33.94876913,0,GA,Dade,1.6,Good,0
13085,1444,9880,11680,0.123630137,0.845890411,8436,72.23%,GA,Dawson County,37.24832215,0,GA,Dawson,3.8,Good,0
13087,4104,6009,10238,0.4008595429,0.5869310412,1905,18.61%,GA,Decatur County,9.418570157,0,GA,Decatur,3,Good,0
13089,239131,47531,295871,0.8082272342,0.1606477147,191600,64.76%,GA,DeKalb County,-33.41914868,17,GA,DeKalb,16.3,Good,0.04117647059
13091,1836,5021,6995,0.2624731951,0.7177984274,3185,45.53%,GA,Dodge County,23.22444218,0,GA,Dodge,2.1,Good,0
13093,1860,1941,3836,0.4848800834,0.505995829,81,2.11%,GA,Dooly County,1.065509077,0,GA,Dooly,4.2,Good,0
13095,23224,10227,33925,0.684568902,0.301459101,12997,38.31%,GA,Dougherty County,-19.42692296,1.3,GA,Dougherty,2.4,Good,0.8461538462
13097,30971,24803,57365,0.5398936634,0.4323716552,6168,10.75%,GA,Douglas County,-5.52945817,8.7,GA,Douglas,8.4,Good,0.03448275862
13099,2165,2552,4782,0.4527394396,0.5336679214,387,8.09%,GA,Early County,4.102183591,0,GA,Early,0.8,Good,0
13101,156,1006,1175,0.1327659574,0.8561702128,850,72.34%,GA,Echols County,36.57487091,0,GA,Echols,17.1,Good,0
13103,4851,17865,23395,0.2073519983,0.7636247061,13014,55.63%,GA,Effingham County,28.64500792,0,GA,Effingham,2.1,Good,0
13105,2507,5269,7912,0.3168604651,0.665950455,2762,34.91%,GA,Elbert County,17.75977366,0,GA,Elbert,3,Good,0
13107,2433,5330,7838,0.3104108191,0.6800204134,2897,36.96%,GA,Emanuel County,18.65902357,0,GA,Emanuel,1.3,Good,0
13109,1130,2404,3602,0.313714603,0.6674069961,1274,35.37%,GA,Evans County,18.02490096,0,GA,Evans,6.2,Good,0
13111,1920,9622,11764,0.1632097926,0.8179190751,7702,65.47%,GA,Fannin County,33.36510137,0,GA,Fannin,1.1,Good,0
13113,23255,35034,60387,0.3850994419,0.580157981,11779,19.51%,GA,Fayette County,10.10396473,9.5,GA,Fayette,9.2,Good,0.03157894737
13115,9127,24045,34250,0.2664817518,0.7020437956,14918,43.56%,GA,Floyd County,22.48583142,6.5,GA,Floyd,6.5,Good,0
13117,23427,69801,97314,0.2407361736,0.7172760343,46374,47.65%,GA,Forsyth County,24.87128331,14.6,GA,Forsyth,13.8,Good,0.05479452055
13119,1243,7054,8474,0.1466839745,0.8324286051,5811,68.57%,GA,Franklin County,35.01868145,0,GA,Franklin,2.7,Good,0
13121,281875,110372,407173,0.6922733089,0.2710690542,171503,42.12%,GA,Fulton County,-21.86160761,12.1,GA,Fulton,12.9,Good,0.06611570248
13123,1955,10465,12713,0.1537795957,0.8231731299,8510,66.94%,GA,Gilmer County,34.25925926,0,GA,Gilmer,6.1,Good,0
13125,138,1235,1390,0.09928057554,0.8884892086,1097,78.92%,GA,Glascock County,39.94901675,0,GA,Glascock,1,Good,0
13127,11738,21482,34041,0.3448194824,0.6310625422,9744,28.62%,GA,Glynn County,14.66586394,3.4,GA,Glynn,5.7,Good,0.6764705882
13129,3176,15171,18850,0.1684880637,0.8048275862,11995,63.63%,GA,Gordon County,32.689268,0,GA,Gordon,9.3,Good,0
13131,3005,6047,9187,0.3270926309,0.6582126918,3042,33.11%,GA,Grady County,16.80291648,0,GA,Grady,5.6,Good,0
13133,3194,5488,8831,0.3616804439,0.6214471747,2294,25.98%,GA,Greene County,13.21124165,0,GA,Greene,3.9,Good,0
13135,165063,146463,323931,0.5095622216,0.4521425859,18600,5.74%,GA,Gwinnett County,-2.985304597,26.2,GA,Gwinnett,24.9,Good,0.04961832061
13137,2483,13184,16128,0.1539558532,0.8174603175,10701,66.35%,GA,Habersham County,34.15140103,0,GA,Habersham,8.6,Good,0
13139,16153,51681,70133,0.2303195357,0.7368998902,35528,50.66%,GA,Hall County,26.18745762,16,GA,Hall,15.4,Good,0.0375
13141,2695,841,3572,0.7544792833,0.2354423292,1854,51.90%,GA,Hancock County,-26.21606335,0,GA,Hancock,1.9,Good,0
13143,1474,9579,11317,0.1302465318,0.8464257312,8105,71.62%,GA,Haralson County,36.66425405,0,GA,Haralson,1.4,Good,0
13145,4082,11931,16392,0.2490239141,0.7278550512,7849,47.88%,GA,Harris County,24.50821208,0,GA,Harris,2.6,Good,0
13147,2583,7285,10077,0.2563262876,0.7229334127,4702,46.66%,GA,Hart County,23.82448318,0,GA,Hart,2.1,Good,0
13149,743,3370,4206,0.1766524013,0.8012363291,2627,62.46%,GA,Heard County,31.93532701,0,GA,Heard,0.2,Good,0
13151,49902,45641,98037,0.5090119037,0.4655487214,4261,4.35%,GA,Henry County,-2.22988602,9.2,GA,Henry,7.4,Good,0.1956521739
13153,22460,35351,59559,0.3771050555,0.5935458957,12891,21.64%,GA,Houston County,11.14926225,4.7,GA,Houston,5.8,Good,0.2340425532
13155,890,2711,3659,0.2432358568,0.7409128177,1821,49.77%,GA,Irwin County,25.28464315,0,GA,Irwin,0.7,Good,0
13157,4469,21754,27057,0.1651698267,0.804006357,17285,63.88%,GA,Jackson County,32.95770888,0,GA,Jackson,4.4,Good,0
13159,1544,4353,6016,0.2566489362,0.7235704787,2809,46.69%,GA,Jasper County,23.81719518,0,GA,Jasper,3.1,Good,0
13161,901,4102,5089,0.1770485361,0.8060522696,3201,62.90%,GA,Jeff Davis County,31.99080552,0,GA,Jeff Davis,4.7,Good,0
13163,3809,3057,6934,0.5493221806,0.4408710701,752,10.85%,GA,Jefferson County,-5.476259831,0,GA,Jefferson,1.2,Good,0
13165,1108,1892,3034,0.3651944628,0.623599209,784,25.84%,GA,Jenkins County,13.06666667,0,GA,Jenkins,2.6,Good,0
13167,1136,2519,3682,0.3085279739,0.6841390549,1383,37.56%,GA,Johnson County,18.91928865,0,GA,Johnson,1.7,Good,0
13169,3960,8304,12524,0.3161929096,0.6630469499,4344,34.69%,GA,Jones County,17.71037182,0,GA,Jones,2,Good,0
13171,2267,5183,7575,0.2992739274,0.6842244224,2916,38.50%,GA,Lamar County,19.5704698,0,GA,Lamar,1.7,Good,0
13173,805,1984,2861,0.2813701503,0.6934638238,1179,41.21%,GA,Lanier County,21.1366081,0,GA,Lanier,2.5,Good,0
13175,6737,12401,19448,0.346410942,0.6376491156,5664,29.12%,GA,Laurens County,14.79778451,0,GA,Laurens,2.2,Good,0
13177,3166,10641,14106,0.2244434992,0.7543598469,7475,52.99%,GA,Lee County,27.06960238,0,GA,Lee,3.5,Good,0
13179,9531,6125,16082,0.5926501679,0.3808605895,3406,21.18%,GA,Liberty County,-10.8776188,6.1,GA,Liberty,6.5,Good,0.06557377049
13181,1271,2759,4100,0.31,0.6729268293,1488,36.29%,GA,Lincoln County,18.46153846,0,GA,Lincoln,1.1,Good,0
13183,1356,2623,4109,0.330007301,0.6383548309,1267,30.83%,GA,Long County,15.9210857,0,GA,Long,4.9,Good,0
13185,14614,21308,36813,0.396979328,0.5788172656,6694,18.18%,GA,Lowndes County,9.317409944,3.5,GA,Lowndes,3.8,Good,0.08571428571
13187,2216,9613,12324,0.1798117494,0.7800227199,7397,60.02%,GA,Lumpkin County,31.26637924,0,GA,Lumpkin,3.3,Good,0
13193,2705,1540,4287,0.6309773735,0.3592255657,1165,27.18%,GA,Macon County,-13.72202591,0,GA,Macon,3.6,Good,0
13195,2423,9195,11945,0.2028463792,0.7697781499,6772,56.69%,GA,Madison County,29.14443106,0,GA,Madison,3.1,Good,0
13197,1213,1921,3183,0.3810870248,0.6035186931,708,22.24%,GA,Marion County,11.29546905,0,GA,Marion,5.8,Good,0
13189,3699,5432,9268,0.3991152352,0.586102719,1733,18.70%,GA,McDuffie County,9.489650641,0,GA,McDuffie,1.2,Good,0
13191,2298,3482,5893,0.3899541829,0.5908705244,1184,20.09%,GA,McIntosh County,10.24221453,0,GA,McIntosh,1.7,Good,0
13199,3800,5216,9181,0.4138982682,0.5681298334,1416,15.42%,GA,Meriwether County,7.8527063,0,GA,Meriwether,0.7,Good,0
13201,622,1888,2540,0.2448818898,0.7433070866,1266,49.84%,GA,Miller County,25.21912351,0,GA,Miller,0.7,Good,0
13205,3492,4272,7857,0.4444444444,0.5437189767,780,9.93%,GA,Mitchell County,5.023183926,0,GA,Mitchell,2.3,Good,0
13207,3570,8821,12675,0.2816568047,0.6959368836,5251,41.43%,GA,Monroe County,21.18876604,0,GA,Monroe,1.7,Good,0
13209,847,2668,3560,0.2379213483,0.7494382022,1821,51.15%,GA,Montgomery County,25.90327169,0,GA,Montgomery,3.8,Good,0
13211,2658,6559,9435,0.2817170111,0.6951775305,3901,41.35%,GA,Morgan County,21.16198329,0,GA,Morgan,1.8,Good,0
13213,1799,10340,12422,0.1448236999,0.8323941394,8541,68.76%,GA,Murray County,35.17999835,0,GA,Murray,8.1,Good,0
13215,39602,26901,68320,0.5796545667,0.39375,12701,18.59%,GA,Muscogee County,-9.549193269,5.2,GA,Muscogee,5.4,Good,0.03846153846
13217,21936,20907,43787,0.5009706077,0.4774704821,1029,2.35%,GA,Newton County,-1.200896296,5.8,GA,Newton,5.7,Good,0.01724137931
13219,5253,12885,19030,0.276037835,0.6770888071,7632,40.11%,GA,Oconee County,21.03870327,0,GA,Oconee,5,Good,0
13221,1829,4622,6650,0.275037594,0.695037594,2793,42%,GA,Oglethorpe County,21.64780654,0,GA,Oglethorpe,1.6,Good,0
13223,18004,44646,64601,0.2786953762,0.6911038529,26642,41.24%,GA,Paulding County,21.26256983,4.2,GA,Paulding,4.1,Good,0.02380952381
13225,5083,5405,10699,0.47509113,0.5051874007,322,3.01%,GA,Peach County,1.535087719,0,GA,Peach,5.9,Good,0
13227,1977,11651,13982,0.1413960807,0.833285653,9674,69.19%,GA,Pickens County,35.49310244,0,GA,Pickens,2.8,Good,0
13229,903,6301,7297,0.1237494861,0.8635055502,5398,73.98%,GA,Pierce County,37.46529706,0,GA,Pierce,2.3,Good,0
13231,1239,7273,8675,0.1428242075,0.8383861671,6034,69.56%,GA,Pike County,35.44407895,0,GA,Pike,1.1,Good,0
13233,2863,11006,14158,0.2022178274,0.777369685,8143,57.52%,GA,Polk County,29.35683899,0,GA,Polk,8.1,Good,0
13235,1104,2436,3598,0.3068371317,0.6770428016,1332,37.02%,GA,Pulaski County,18.81355932,0,GA,Pulaski,2.2,Good,0
13237,2745,6516,9431,0.2910613933,0.6909129467,3771,39.99%,GA,Putnam County,20.3595724,0,GA,Putnam,4.7,Good,0
13239,461,575,1044,0.4415708812,0.5507662835,114,10.92%,GA,Quitman County,5.501930502,0,GA,Quitman,0.3,Good,0
13241,1443,6287,7949,0.1815322682,0.7909170965,4844,60.94%,GA,Rabun County,31.33247089,0,GA,Rabun,6.8,Good,0
13243,1597,1270,2895,0.5516407599,0.4386873921,327,11.30%,GA,Randolph County,-5.702825253,0,GA,Randolph,3,Good,0
13245,48707,24441,74952,0.6498425659,0.3260886968,24266,32.38%,GA,Richmond County,-16.58691967,3.9,GA,Richmond,3.3,Good,0.1538461538
13247,23206,13463,37589,0.6173614621,0.3581632925,9743,25.92%,GA,Rockdale County,-13.28506368,11,GA,Rockdale,10.5,Good,0.04545454545
13249,401,1472,1909,0.2100576218,0.7710843373,1071,56.10%,GA,Schley County,28.59049653,0,GA,Schley,2.2,Good,0
13251,2300,3305,5699,0.4035795754,0.5799263029,1005,17.63%,GA,Screven County,8.965209634,0,GA,Screven,0.4,Good,0
13253,1186,2343,3577,0.3315627621,0.6550181717,1157,32.35%,GA,Seminole County,16.39274582,0,GA,Seminole,1.4,Good,0
13255,9347,15636,25940,0.3603315343,0.6027756361,6289,24.24%,GA,Spalding County,12.58655886,0,GA,Spalding,2.7,Good,0
13257,1835,7682,9760,0.1880122951,0.7870901639,5847,59.91%,GA,Stephens County,30.71871388,0,GA,Stephens,2,Good,0
13259,1220,805,2053,0.5942523137,0.3921091086,415,20.21%,GA,Stewart County,-10.24691358,0,GA,Stewart,13.6,Good,0
13261,5520,5275,10973,0.5030529481,0.4807254169,245,2.23%,GA,Sumter County,-1.134784623,0,GA,Sumter,3.4,Good,0
13263,2001,1196,3243,0.6170212766,0.3687943262,805,24.82%,GA,Talbot County,-12.58992806,0,GA,Talbot,0.8,Good,0
13265,545,349,897,0.607580825,0.3890746934,196,21.85%,GA,Taliaferro County,-10.96196868,0,GA,Taliaferro,1.6,Good,0
13267,1678,5092,6879,0.2439308039,0.7402238697,3414,49.63%,GA,Tattnall County,25.21418021,0,GA,Tattnall,5.4,Good,0
13269,1295,2062,3402,0.3806584362,0.6061140506,767,22.55%,GA,Taylor County,11.42389038,0,GA,Taylor,1.4,Good,0
13271,1313,2449,3794,0.3460727464,0.6454928835,1136,29.94%,GA,Telfair County,15.09835194,0,GA,Telfair,10.8,Good,0
13273,2267,1872,4179,0.5424742761,0.447954056,395,9.45%,GA,Terrell County,-4.771683982,0,GA,Terrell,1.2,Good,0
13275,7138,11225,18730,0.3810998398,0.5993059263,4087,21.82%,GA,Thomas County,11.12835593,0,GA,Thomas,2.5,Good,0
13277,3892,8680,12796,0.3041575492,0.6783369803,4788,37.42%,GA,Tift County,19.04231626,0,GA,Tift,5.7,Good,0
13279,2338,6612,9108,0.2566974089,0.7259552042,4274,46.93%,GA,Toombs County,23.87709497,0,GA,Toombs,5,Good,0
13281,1206,5377,6726,0.1793041927,0.7994350282,4171,62.01%,GA,Towns County,31.68008507,0,GA,Towns,3.1,Good,0
13283,860,1808,2700,0.3185185185,0.6696296296,948,35.11%,GA,Treutlen County,17.76611694,0,GA,Treutlen,0.5,Good,0
13285,9597,15643,25793,0.3720776955,0.6064823789,6046,23.44%,GA,Troup County,11.9770206,4.6,GA,Troup,4.2,Good,0.08695652174
13287,1243,2094,3390,0.3666666667,0.617699115,851,25.10%,GA,Turner County,12.75097393,0,GA,Turner,3.4,Good,0
13289,1970,2034,4053,0.4860597089,0.5018504811,64,1.58%,GA,Twiggs County,0.7992007992,0,GA,Twiggs,0.5,Good,0
13291,1962,9849,12039,0.1629703464,0.8180912036,7887,65.51%,GA,Union County,33.38836678,0,GA,Union,2,Good,0
13293,3471,7288,10924,0.3177407543,0.6671548883,3817,34.94%,GA,Upson County,17.73863742,0,GA,Upson,1.8,Good,0
13295,4213,18938,23939,0.175988972,0.7910940307,14725,61.51%,GA,Walker County,31.80208198,1.9,GA,Walker,1.1,Good,0.4210526316
13297,8279,31093,40425,0.2047990105,0.769152752,22814,56.44%,GA,Walton County,28.97236615,2.3,GA,Walton,4.4,Good,0.9130434783
13299,3436,8508,12150,0.2827983539,0.7002469136,5072,41.74%,GA,Ware County,21.23241795,0,GA,Ware,3.4,Good,0
13301,1313,991,2332,0.5630360206,0.4249571184,322,13.81%,GA,Warren County,-6.987847222,0,GA,Warren,0.9,Good,0
13303,4187,4138,8422,0.4971503206,0.4913322251,49,0.58%,GA,Washington County,-0.2942942943,0,GA,Washington,1,Good,0
13305,2039,8147,10376,0.1965111796,0.7851773323,6108,58.87%,GA,Wayne County,29.98232869,0,GA,Wayne,2.9,Good,0
13307,471,630,1114,0.4228007181,0.565529623,159,14.27%,GA,Webster County,7.220708447,0,GA,Webster,0.2,Good,0
13309,646,1421,2102,0.3073263559,0.6760228354,775,36.87%,GA,Wheeler County,18.74697629,0,GA,Wheeler,1,Good,0
13311,1672,9751,11771,0.1420440065,0.8283918104,8079,68.63%,GA,White County,35.3628644,0,GA,White,2,Good,0
13313,7925,21514,30362,0.2610170608,0.7085830973,13589,44.76%,GA,Whitfield County,23.07992799,18.3,GA,Whitfield,17.8,Good,0.02732240437
13315,852,2096,2973,0.2865792129,0.7050117726,1244,41.84%,GA,Wilcox County,21.0990502,0,GA,Wilcox,1.7,Good,0
13317,1844,2569,4470,0.4125279642,0.5747203579,725,16.22%,GA,Wilkes County,8.214366644,0,GA,Wilkes,1.5,Good,0
13319,1893,2332,4276,0.4427034612,0.5453695042,439,10.27%,GA,Wilkinson County,5.195266272,0,GA,Wilkinson,1.5,Good,0
13321,2015,6144,8266,0.2437696588,0.7432857489,4129,49.95%,GA,Worth County,25.303346,0,GA,Worth,1.7,Good,0
15001,41258,17500,64865,0.6360595082,0.2697911046,23758,36.63%,HI,Hawaii County,-20.21682154,10.4,HI,,,Good,1
15003,175634,90296,285683,0.6147863191,0.3160706097,85338,29.87%,HI,Honolulu County,-16.04519986,19.2,HI,,,Good,1
15007,16456,7574,26335,0.6248718436,0.2876020505,8882,33.73%,HI,Kauai County,-18.48106533,15.9,HI,,,Good,1
15009,33479,13445,51942,0.6445458396,0.2588464056,20034,38.57%,HI,Maui County,-21.34728497,18,HI,,,Good,1
19001,1127,2456,3759,0.2998137803,0.6533652567,1329,35.36%,IA,Adair County,18.54591125,0,IA,Adair,1.1,Good,0
19003,565,1393,2082,0.2713736792,0.6690682037,828,39.77%,IA,Adams County,21.14402451,0,IA,Adams,0.6,Good,0
19005,2409,4072,6837,0.3523475208,0.595582858,1663,24.32%,IA,Allamakee County,12.82981021,0,IA,Allamakee,4.3,Good,0
19007,1813,4031,6096,0.2974081365,0.6612532808,2218,36.38%,IA,Appanoose County,18.97672827,0,IA,Appanoose,1,Good,0
19009,1079,2135,3379,0.3193252442,0.6318437408,1056,31.25%,IA,Audubon County,16.42812694,0,IA,Audubon,0.6,Good,0
19011,4672,8226,13690,0.3412710007,0.6008765522,3554,25.96%,IA,Benton County,13.77732982,0,IA,Benton,1.1,Good,0
19013,32006,27382,63221,0.5062558327,0.4331155787,4624,7.31%,IA,Black Hawk County,-3.893042365,4.6,IA,Black Hawk,4.8,Good,0.04347826087
19015,5517,7458,13984,0.3945223112,0.5333237986,1941,13.88%,IA,Boone County,7.479768786,0,IA,Boone,0.9,Good,0
19017,5349,7199,13350,0.4006741573,0.5392509363,1850,13.86%,IA,Bremer County,7.3716927,0,IA,Bremer,0.6,Good,0
19019,3966,5504,10137,0.3912400118,0.5429614284,1538,15.17%,IA,Buchanan County,8.120380148,0,IA,Buchanan,1,Good,0
19021,2851,4895,8179,0.3485756205,0.5984839222,2044,24.99%,IA,Buena Vista County,13.19390653,0,IA,Buena Vista,18.6,Good,0
19023,2163,4918,7457,0.290063028,0.6595145501,2755,36.95%,IA,Butler County,19.45346702,0,IA,Butler,0.6,Good,0
19025,1396,3466,5105,0.2734573947,0.6789422135,2070,40.55%,IA,Calhoun County,21.28753599,0,IA,Calhoun,0.7,Good,0
19027,3305,6627,10435,0.3167225683,0.6350742693,3322,31.84%,IA,Carroll County,16.7237213,0,IA,Carroll,0.8,Good,0
19029,1946,4755,7055,0.2758327427,0.673990078,2809,39.82%,IA,Cass County,20.95955827,0,IA,Cass,1,Good,0
19031,3578,5275,9386,0.3812060516,0.5620072448,1697,18.08%,IA,Cedar County,9.584321699,0,IA,Cedar,1.3,Good,0
19033,9840,11583,22633,0.4347633986,0.511774842,1743,7.70%,IA,Cerro Gordo County,4.068057695,0,IA,Cerro Gordo,2.1,Good,0
19035,1676,4188,6186,0.2709343679,0.6770126091,2512,40.61%,IA,Cherokee County,21.41882674,0,IA,Cherokee,0.9,Good,0
19037,2264,3739,6367,0.3555834773,0.587246741,1475,23.17%,IA,Chickasaw County,12.2855239,0,IA,Chickasaw,1.8,Good,0
19039,1463,2706,4405,0.332122588,0.6143019296,1243,28.22%,IA,Clarke County,14.90765172,0,IA,Clarke,5.5,Good,0
19041,2246,5870,8542,0.2629360805,0.6871926949,3624,42.43%,IA,Clay County,22.3262691,0,IA,Clay,2.2,Good,0
19043,3236,5309,9098,0.3556825676,0.5835348428,2073,22.79%,IA,Clayton County,12.12990053,0,IA,Clayton,1.4,Good,0
19045,10079,11249,22748,0.4430719184,0.4945050114,1170,5.14%,IA,Clinton County,2.742873218,0,IA,Clinton,1.5,Good,0
19047,1985,4608,6862,0.2892742641,0.6715243369,2623,38.23%,IA,Crawford County,19.89231003,0,IA,Crawford,12.8,Good,0
19049,15662,19288,37617,0.4163543079,0.5127468964,3626,9.64%,IA,Dallas County,5.187410587,7.6,IA,Dallas,6.6,Good,0.1315789474
19051,976,2721,3858,0.2529808191,0.7052877138,1745,45.23%,IA,Davis County,23.60021639,0,IA,Davis,0.8,Good,0
19053,1201,2296,3703,0.324331623,0.6200378072,1095,29.57%,IA,Decatur County,15.65627681,0,IA,Decatur,1.5,Good,0
19055,2956,5688,9165,0.3225313693,0.6206219313,2732,29.81%,IA,Delaware County,15.80286904,0,IA,Delaware,0.8,Good,0
19057,8178,9479,18713,0.4370223909,0.5065462513,1301,6.95%,IA,Des Moines County,3.684091295,0,IA,Des Moines,1.5,Good,0
19059,3051,6743,10247,0.2977456817,0.6580462574,3692,36.03%,IA,Dickinson County,18.84827445,0,IA,Dickinson,1,Good,0
19061,22774,23384,49037,0.4644248221,0.4768644085,610,1.24%,IA,Dubuque County,0.6607738637,2.5,IA,Dubuque,1.9,Good,0.24
19063,1356,3121,4707,0.2880815806,0.6630550244,1765,37.50%,IA,Emmet County,19.71186062,0,IA,Emmet,5.1,Good,0
19065,3666,5591,9813,0.3735860593,0.5697544074,1925,19.62%,IA,Fayette County,10.397537,0,IA,Fayette,0.9,Good,0
19067,3177,4371,7985,0.3978710081,0.5474013776,1194,14.95%,IA,Floyd County,7.909379968,0,IA,Floyd,1.4,Good,0
19069,1490,3153,4915,0.3031536114,0.6415055951,1663,33.84%,IA,Franklin County,17.90867973,0,IA,Franklin,5,Good,0
19071,959,2401,3554,0.2698368036,0.6755768149,1442,40.57%,IA,Fremont County,21.45833333,0,IA,Fremont,0.7,Good,0
19073,1688,2819,4762,0.3544729105,0.5919781604,1131,23.75%,IA,Greene County,12.54714888,0,IA,Greene,1.2,Good,0
19075,1847,4516,6766,0.2729825599,0.6674549217,2669,39.45%,IA,Grundy County,20.97281157,0,IA,Grundy,0.4,Good,0
19077,1720,3603,5654,0.3042094093,0.637247966,1883,33.30%,IA,Guthrie County,17.68739433,0,IA,Guthrie,1.1,Good,0
19079,2715,4450,7589,0.3577546449,0.5863750165,1735,22.86%,IA,Hamilton County,12.10746685,0,IA,Hamilton,2.2,Good,0
19081,1582,3972,5815,0.2720550301,0.683061049,2390,41.10%,IA,Hancock County,21.51602449,0,IA,Hancock,1.8,Good,0
19083,2774,5231,8423,0.329336341,0.621037635,2457,29.17%,IA,Hardin County,15.34665834,0,IA,Hardin,2.5,Good,0
19085,2123,4892,7378,0.287747357,0.6630523177,2769,37.53%,IA,Harrison County,19.7362794,0,IA,Harrison,0.9,Good,0
19087,2897,5764,9286,0.3119750162,0.6207193625,2867,30.87%,IA,Henry County,16.55120656,0,IA,Henry,3.3,Good,0
19089,1674,2611,4507,0.3714222321,0.5793210561,937,20.79%,IA,Howard County,10.93348891,0,IA,Howard,1.1,Good,0
19091,1251,3564,5033,0.2485595073,0.708126366,2313,45.96%,IA,Humboldt County,24.01869159,0,IA,Humboldt,2,Good,0
19093,792,2655,3590,0.2206128134,0.7395543175,1863,51.89%,IA,Ida County,27.02349869,0,IA,Ida,0.5,Good,0
19095,3070,5193,8789,0.3493002617,0.5908522016,2123,24.16%,IA,Iowa County,12.84642382,0,IA,Iowa,1.4,Good,0
19097,3837,5821,10204,0.3760290082,0.5704625637,1984,19.44%,IA,Jackson County,10.2712777,0,IA,Jackson,0.8,Good,0
19099,7108,10556,18776,0.3785683852,0.5622070729,3448,18.36%,IA,Jasper County,9.759963768,0,IA,Jasper,1.1,Good,0
19101,3702,3738,8001,0.4626921635,0.4671916011,36,0.45%,IA,Jefferson County,0.2419354839,0,IA,Jefferson,12,Good,0
19103,49942,20993,75637,0.6602853101,0.2775493475,28949,38.27%,IA,Johnson County,-20.40530063,10.8,IA,Johnson,9.3,Good,0.1388888889
19105,3779,5718,10011,0.3774847668,0.5711717111,1939,19.37%,IA,Jones County,10.20848689,0,IA,Jones,1,Good,0
19107,1265,3385,4858,0.2603952244,0.696788802,2120,43.64%,IA,Keokuk County,22.79569892,0,IA,Keokuk,0.5,Good,0
19109,2529,5637,8505,0.2973544974,0.6627865961,3108,36.54%,IA,Kossuth County,19.03012491,0,IA,Kossuth,1,Good,0
19111,6195,8762,15893,0.389794249,0.5513118983,2567,16.15%,IA,Lee County,8.581266297,0,IA,Lee,2,Good,0
19113,58481,48183,114664,0.5100205819,0.4202103537,10298,8.98%,IA,Linn County,-4.827308183,2.9,IA,Linn,2.9,Good,0
19115,1643,3060,4943,0.3323892373,0.6190572527,1417,28.67%,IA,Louisa County,15.06485222,0,IA,Louisa,8.1,Good,0
19117,1236,2873,4297,0.2876425413,0.6686060042,1637,38.10%,IA,Lucas County,19.91968849,0,IA,Lucas,5.8,Good,0
19119,917,5188,6336,0.1447285354,0.8188131313,4271,67.41%,IA,Lyon County,34.97952498,0,IA,Lyon,1.1,Good,0
19121,2666,5336,8523,0.312800657,0.6260706324,2670,31.33%,IA,Madison County,16.68332917,0,IA,Madison,1.4,Good,0
19123,2606,7404,10494,0.2483323804,0.7055460263,4798,45.72%,IA,Mahaska County,23.96603397,0,IA,Mahaska,1.5,Good,0
19125,5469,10940,17554,0.3115529224,0.623219779,5471,31.17%,IA,Marion County,16.67072948,0,IA,Marion,2.3,Good,0
19127,7623,9125,17700,0.4306779661,0.5155367232,1502,8.49%,IA,Marshall County,4.484117507,0,IA,Marshall,12.1,Good,0
19129,2080,5050,7608,0.2733964248,0.6637749737,2970,39.04%,IA,Mills County,20.82748948,0,IA,Mills,0.8,Good,0
19131,1879,3180,5360,0.3505597015,0.5932835821,1301,24.27%,IA,Mitchell County,12.85827239,0,IA,Mitchell,1.4,Good,0
19133,1244,3115,4525,0.2749171271,0.6883977901,1871,41.35%,IA,Monona County,21.46134435,0,IA,Monona,0.9,Good,0
19135,1053,2635,3844,0.2739334027,0.685483871,1582,41.16%,IA,Monroe County,21.44793926,0,IA,Monroe,4.3,Good,0
19137,1312,3431,4998,0.262505002,0.6864745898,2119,42.40%,IA,Montgomery County,22.33818258,0,IA,Montgomery,1.3,Good,0
